,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag
22,204,2794,2796,98.08579737604528,98.46252810292728,,,72.84348244415736,4.00958583977104,0.003640444426068422,2024-01-02 22:53:00,2024-01-02 22:55:00,0 days 00:02:00,
23,233,2994,2995,85.85938437333347,86.13576506941226,,,60.38921520434184,4.007486982015976,0.0030186703879396593,2024-01-03 02:13:00,2024-01-03 02:14:00,0 days 00:01:00,
24,69,3167,3168,128.90784124977236,134.61929282816772,,,392.2718216841417,1.8183372251377867,0.0441020407282447,2024-01-03 05:06:00,2024-01-03 05:07:00,0 days 00:01:00,
25,159,3256,3257,56.3043843758684,49.66188694305678,,,-1057.841955531019,1.6848637139709104,-0.11816298381898266,2024-01-03 06:35:00,2024-01-03 06:36:00,0 days 00:01:00,
26,386,3258,3260,50.57877217113693,54.11581844286394,,,1361.2586496889244,4.0412111977004335,0.06972444488634844,2024-01-03 06:37:00,2024-01-03 06:39:00,0 days 00:02:00,
27,434,3305,3308,46.526379299757394,49.71382895340666,,,1379.1763246455946,4.17682503818732,0.0683015889190526,2024-01-03 07:24:00,2024-01-03 07:27:00,0 days 00:03:00,
28,295,3314,3319,53.943455719045794,60.02298981115065,,,1790.1005470277921,3.362010143140795,0.112490706549402,2024-01-03 07:33:00,2024-01-03 07:38:00,0 days 00:05:00,
29,485,3494,3495,42.94554042814127,42.41713795628328,,,-260.41528875277186,4.140089901644591,-0.012502782229388219,2024-01-03 10:33:00,2024-01-03 10:34:00,0 days 00:01:00,
30,479,3564,3565,43.39899552955168,43.41646707190054,,,4.210408126496747,4.158460658609561,0.00020253915975384476,2024-01-03 11:43:00,2024-01-03 11:44:00,0 days 00:01:00,
31,474,3578,3584,43.81888258551528,44.096008535379305,,,127.19053439641601,4.167165839130403,0.006123717560078297,2024-01-03 11:57:00,2024-01-03 12:03:00,0 days 00:06:00,
32,457,3601,3609,45.469613133626055,46.26730586825362,,,360.35320252641236,4.192377198385902,0.017341670368078207,2024-01-03 12:20:00,2024-01-03 12:28:00,0 days 00:08:00,
33,444,3623,3625,47.0127693151374,46.71262335538272,,,-137.42621356564894,4.161407434571093,-0.006583711266761567,2024-01-03 12:42:00,2024-01-03 12:44:00,0 days 00:02:00,
34,459,3771,3774,45.38386531064052,45.46730654328461,,,34.129456995539435,4.170068788095163,0.001638382164007883,2024-01-03 15:10:00,2024-01-03 15:13:00,0 days 00:03:00,
35,464,3934,3936,44.88862429157226,44.95994866641115,,,28.92553613999344,4.16897378525043,0.001388759814472511,2024-01-03 17:53:00,2024-01-03 17:55:00,0 days 00:02:00,
36,465,3937,3942,44.83647322898404,45.04686186596634,,,93.65114111485505,4.179575081915193,0.004491885488946426,2024-01-03 17:56:00,2024-01-03 18:01:00,0 days 00:05:00,
37,464,3945,3946,44.98154238906127,44.95502427548506,,,-16.47746139259599,4.173056693234949,-0.000789474267812084,2024-01-03 18:04:00,2024-01-03 18:05:00,0 days 00:01:00,
38,459,4137,4138,45.4264155985986,45.420404537739294,,,-6.928945978680192,4.16986904425791,-0.00033231199675382527,2024-01-03 21:16:00,2024-01-03 21:17:00,0 days 00:01:00,
39,460,4140,4142,45.31828920943785,45.35533707890029,,,12.871033143459298,4.170986809263555,0.0006174219574860403,2024-01-03 21:19:00,2024-01-03 21:21:00,0 days 00:02:00,
40,488,4269,4270,42.77788684699157,42.67644183888455,,,-53.675335196096924,4.170171239870756,-0.002571198558007893,2024-01-03 23:28:00,2024-01-03 23:29:00,0 days 00:01:00,
41,481,4284,4286,43.32549083863727,43.33750306493848,,,1.60939084411965,4.168490006761994,7.722767465727625e-05,2024-01-03 23:43:00,2024-01-03 23:45:00,0 days 00:02:00,
42,489,4542,4543,42.64269227583791,42.64562255464233,,,-2.7376922598488402,4.170598595210484,-0.0001312898501438492,2024-01-04 04:01:00,2024-01-04 04:02:00,0 days 00:01:00,
43,470,4684,4686,44.39563811040421,44.00635055889639,,,-187.12004267612932,4.1548934674571285,-0.008967722220472818,2024-01-04 06:23:00,2024-01-04 06:25:00,0 days 00:02:00,
44,460,4700,4701,45.23206343089456,45.29805696014741,,,26.19263791832315,4.164385537987931,0.001258852966120821,2024-01-04 06:39:00,2024-01-04 06:40:00,0 days 00:01:00,
45,463,4704,4711,45.00375734487116,45.40564558323389,,,181.88829900637273,4.185955355571265,0.008729211098074867,2024-01-04 06:43:00,2024-01-04 06:50:00,0 days 00:07:00,
46,491,4813,4814,42.45052967883179,42.41332321419005,,,-22.435189316142388,4.166815177047373,-0.0010763787937804524,2024-01-04 08:32:00,2024-01-04 08:33:00,0 days 00:01:00,
47,495,4970,4971,42.17639774566683,42.261531638234494,,,37.961599316489306,4.1796775045031165,0.001818317915430671,2024-01-04 11:09:00,2024-01-04 11:10:00,0 days 00:01:00,
48,489,4997,4998,42.683768073356994,42.85828594177667,,,81.15623121588217,4.183006441340036,0.003888214900168564,2024-01-04 11:36:00,2024-01-04 11:37:00,0 days 00:01:00,
49,489,5095,5096,42.734079752946286,42.76782209916649,,,12.318964301110029,4.181043000568315,0.000589509735102102,2024-01-04 13:14:00,2024-01-04 13:15:00,0 days 00:01:00,
50,504,5448,5449,41.47752333618864,41.53012138821973,,,22.325832929561095,4.183585294110182,0.001067982945838225,2024-01-04 19:07:00,2024-01-04 19:08:00,0 days 00:01:00,
51,506,5451,5452,41.26803576136625,41.22870571020936,,,-24.07534100384713,4.174335118461726,-0.0011529437838809853,2024-01-04 19:10:00,2024-01-04 19:11:00,0 days 00:01:00,
52,512,5502,5505,40.7957376884158,40.796906328316,,,-3.579199744754156,4.177543373656668,-0.00017135673718815053,2024-01-04 20:01:00,2024-01-04 20:04:00,0 days 00:03:00,
53,513,5508,5509,40.69918439652854,40.975367704776936,,,137.49213260863164,4.189904522796971,0.006585288059510417,2024-01-04 20:07:00,2024-01-04 20:08:00,0 days 00:01:00,
54,507,5536,5537,41.240028431927065,41.28906653468915,,,20.67809298556852,4.184225114807441,0.000988971026844633,2024-01-04 20:35:00,2024-01-04 20:36:00,0 days 00:01:00,
55,492,5588,5590,42.481279348406254,42.36164068819984,,,-63.03649248735589,4.174271665801021,-0.00301598619851545,2024-01-04 21:27:00,2024-01-04 21:29:00,0 days 00:02:00,
56,513,5787,5788,40.76518109464172,40.78943742705377,,,8.25974659721921,4.183751930162979,0.0003949662463781977,2024-01-05 00:46:00,2024-01-05 00:47:00,0 days 00:01:00,
57,498,5842,5843,41.93752283964447,41.94703183539848,,,0.558029062676848,4.177450822817139,2.6719276929707816e-05,2024-01-05 01:41:00,2024-01-05 01:42:00,0 days 00:01:00,
58,496,5970,5972,42.12300590279218,42.05313872084945,,,-38.829259016928305,4.175136773332625,-0.001858480769054248,2024-01-05 03:49:00,2024-01-05 03:51:00,0 days 00:02:00,
59,489,6119,6124,42.70220350399489,42.79393259022668,,,40.67476211233988,4.1807610550074354,0.0019478964970645466,2024-01-05 06:18:00,2024-01-05 06:23:00,0 days 00:05:00,
60,523,6485,6499,39.93735450148117,41.50750755586593,,,816.9304811576308,4.259566285599254,0.03911146813996137,2024-01-05 12:24:00,2024-01-05 12:38:00,0 days 00:14:00,
61,501,6509,6518,42.03495182622917,41.95844968302996,,,-42.535643158416484,4.208069415613883,-0.0020197830534245467,2024-01-05 12:48:00,2024-01-05 12:57:00,0 days 00:09:00,
62,502,6519,6520,41.96739354033341,42.02124443337162,,,22.816918678901093,4.216229626279993,0.0010830319780798315,2024-01-05 12:58:00,2024-01-05 12:59:00,0 days 00:01:00,
63,492,6650,6651,42.80968502371509,42.87092200295151,,,25.913107918606215,4.215485865711997,0.0012303038086958905,2024-01-05 15:09:00,2024-01-05 15:10:00,0 days 00:01:00,
64,492,6652,6653,42.8294038075141,42.73722604816521,,,-49.56133578855109,4.209878188899422,-0.0023519921684452836,2024-01-05 15:11:00,2024-01-05 15:12:00,0 days 00:01:00,
65,573,6990,6992,36.74813548690117,36.96463401537664,,,119.82991512396336,4.223741692480519,0.0056908261808216965,2024-01-05 20:49:00,2024-01-05 20:51:00,0 days 00:02:00,
66,567,7020,7023,37.22151039915397,37.56924935896173,,,192.92735413271276,4.240636078285161,0.00914148513005212,2024-01-05 21:19:00,2024-01-05 21:22:00,0 days 00:03:00,
67,564,7028,7031,37.47099021957206,37.64170429012548,,,92.04637982178359,4.236355970346941,0.004355444042074193,2024-01-05 21:27:00,2024-01-05 21:30:00,0 days 00:03:00,
68,670,7463,7465,31.57329257502117,31.55901330830319,,,-13.796973195230127,4.229864494182732,-0.0006522125387266331,2024-01-06 04:42:00,2024-01-06 04:44:00,0 days 00:02:00,
69,686,7596,7597,30.828845766116185,30.867720674210137,,,22.43580249464461,4.232384457806386,0.0010608652590510948,2024-01-06 06:55:00,2024-01-06 06:56:00,0 days 00:01:00,
70,690,7677,7678,30.663079864895103,30.67830670433736,,,6.27396354187983,4.232555673277041,0.0002965357956668515,2024-01-06 08:16:00,2024-01-06 08:17:00,0 days 00:01:00,
71,675,7710,7711,31.35054653457366,31.469834292323977,,,76.27886077564874,4.240375705815591,0.003604585315378908,2024-01-06 08:49:00,2024-01-06 08:50:00,0 days 00:01:00,
72,672,7712,7713,31.517992179730022,31.4074160830786,,,-78.53572438501571,4.2285874352607395,-0.0037079975403021778,2024-01-06 08:51:00,2024-01-06 08:52:00,0 days 00:01:00,
73,660,7732,7739,32.038048046268706,32.533778330084544,,,322.92024677761407,4.261740540839314,0.015271626425917272,2024-01-06 09:11:00,2024-01-06 09:18:00,0 days 00:07:00,
74,653,7742,7743,32.50212071961437,32.54772618748664,,,25.53261551755915,4.247755003033696,0.0012030132900825307,2024-01-06 09:21:00,2024-01-06 09:22:00,0 days 00:01:00,
75,638,7762,7763,33.23464891247047,33.1913547095232,,,-31.859680511438654,4.2379790310831975,-0.0015025524548486393,2024-01-06 09:41:00,2024-01-06 09:42:00,0 days 00:01:00,
76,639,7764,7765,33.204093784722495,33.22330502638678,,,8.031272639449583,4.244710784029883,0.0003785226564127977,2024-01-06 09:43:00,2024-01-06 09:44:00,0 days 00:01:00,
77,643,7839,7840,33.01109156080619,32.966843783372425,,,-32.693702132543194,4.242381242630685,-0.0015402571852108373,2024-01-06 10:58:00,2024-01-06 10:59:00,0 days 00:01:00,
78,628,7977,7978,33.789941182922426,33.880578115483274,,,52.67028503627269,4.249708611939878,0.0024820960822920565,2024-01-06 13:16:00,2024-01-06 13:17:00,0 days 00:01:00,
79,605,8026,8027,35.09579112623887,35.16937290908367,,,40.26593619696564,4.2510424241370135,0.001896388834828225,2024-01-06 14:05:00,2024-01-06 14:06:00,0 days 00:01:00,
80,576,8102,8104,36.86542012443714,36.81431354567192,,,-33.681342028161716,4.243952659398282,-0.001586162640622271,2024-01-06 15:21:00,2024-01-06 15:23:00,0 days 00:02:00,
81,574,8110,8111,36.96723057831847,36.933747014926304,,,-23.461481500956147,4.24191611385225,-0.0011056727948526306,2024-01-06 15:29:00,2024-01-06 15:30:00,0 days 00:01:00,
82,568,8135,8136,37.37672552863033,37.47193512808511,,,49.82764856501141,4.251403925301437,0.0023470416990357015,2024-01-06 15:54:00,2024-01-06 15:55:00,0 days 00:01:00,
83,527,8167,8179,40.28244239867042,41.96000713142803,,,879.7424370730241,4.334177090236189,0.04144089554658424,2024-01-06 16:26:00,2024-01-06 16:38:00,0 days 00:12:00,
84,512,8185,8188,41.7565933188252,42.18345146370896,,,214.25363988761907,4.297730292865749,0.010021510548295766,2024-01-06 16:44:00,2024-01-06 16:47:00,0 days 00:03:00,
85,512,8200,8201,41.840594478578,41.97129376475608,,,62.62686584512111,4.291168678058705,0.0029234311528814894,2024-01-06 16:59:00,2024-01-06 17:00:00,0 days 00:01:00,
86,500,8215,8216,42.93391217639724,43.03466249306817,,,46.07672960198953,4.298428733473271,0.0021464025646058967,2024-01-06 17:14:00,2024-01-06 17:15:00,0 days 00:01:00,
87,480,8239,8240,44.66114460615581,44.78046499905504,,,52.98059133058183,4.293197261050121,0.0024714152069336076,2024-01-06 17:38:00,2024-01-06 17:39:00,0 days 00:01:00,
88,467,8253,8260,45.9557988751212,46.634212029203,,,312.4949894469697,4.32395350923194,0.014560820818493605,2024-01-06 17:52:00,2024-01-06 17:59:00,0 days 00:07:00,
89,471,8385,8386,45.72682975215242,45.74627807645712,,,4.851777368788337,4.308383378727509,0.00022527285573213662,2024-01-06 20:04:00,2024-01-06 20:05:00,0 days 00:01:00,
90,451,8432,8446,47.79002930826254,48.089241784229976,,,130.6206715350426,4.324155126271412,0.006060355121148951,2024-01-06 20:51:00,2024-01-06 21:05:00,0 days 00:14:00,
91,444,8503,8504,48.52764051838102,48.61775214207821,,,35.69630548742805,4.31325543412439,0.0016567276622628064,2024-01-06 22:02:00,2024-01-06 22:03:00,0 days 00:01:00,
92,409,8615,8617,52.71717619926128,52.80351632885469,,,30.9973166793046,4.315796324399944,0.0014376350518876654,2024-01-06 23:54:00,2024-01-06 23:56:00,0 days 00:02:00,
93,401,8680,8686,53.75183714446175,53.83404288239304,,,28.650307121370208,4.314193789076878,0.0013292038695642725,2024-01-07 00:59:00,2024-01-07 01:05:00,0 days 00:06:00,
94,395,8706,8707,54.6375709480956,54.68361894104802,,,13.870770215583505,4.3181870006211724,0.000642705620951915,2024-01-07 01:25:00,2024-01-07 01:26:00,0 days 00:01:00,
95,239,8889,8901,90.22767497147991,95.41258004449026,,,1234.75551035459,4.436802094881687,0.05725894022140953,2024-01-07 04:28:00,2024-01-07 04:40:00,0 days 00:12:00,
96,228,8942,8946,95.54432607303158,98.70921368857871,,,717.1653956381808,4.428980706564715,0.032921497182016514,2024-01-07 05:21:00,2024-01-07 05:25:00,0 days 00:04:00,
97,223,8947,8950,98.37514563400649,101.96937310744892,,,797.0450438097275,4.4676827679344555,0.036332276801557886,2024-01-07 05:26:00,2024-01-07 05:29:00,0 days 00:03:00,
98,226,8952,8954,97.822505458318,99.79634006283663,,,441.6204347124321,4.466185908778095,0.019975696909533058,2024-01-07 05:31:00,2024-01-07 05:33:00,0 days 00:02:00,
99,177,9007,9013,125.02337343673516,123.30960309550989,,,-307.7328440814936,4.395493684620737,-0.013906228820151575,2024-01-07 06:26:00,2024-01-07 06:32:00,0 days 00:06:00,
100,178,9016,9017,124.55182308907877,122.54705852161648,,,-361.24645310095775,4.398360092670376,-0.01629421718036103,2024-01-07 06:35:00,2024-01-07 06:36:00,0 days 00:01:00,
101,119,9043,9050,153.95315242974684,190.37271425702664,,,4329.8303796327245,4.097477813572604,0.23633896848727845,2024-01-07 07:02:00,2024-01-07 07:09:00,0 days 00:07:00,
102,121,9057,9058,188.75652065358776,192.8906709012243,,,495.61424894620814,4.617931017813226,0.02169983592777779,2024-01-07 07:16:00,2024-01-07 07:17:00,0 days 00:01:00,
103,118,9059,9062,194.37106013151072,187.0689176164273,,,-866.1538085172673,4.500991737425669,-0.037764297359348574,2024-01-07 07:18:00,2024-01-07 07:21:00,0 days 00:03:00,
104,183,9223,9224,124.5599709168818,125.55902026075812,,,178.24885239081618,4.57717753855081,0.007819827169103418,2024-01-07 10:02:00,2024-01-07 10:03:00,0 days 00:01:00,
105,181,9225,9226,126.23832974207347,125.56524017452664,,,-126.3868563414683,4.557644615490462,-0.005531362193758263,2024-01-07 10:04:00,2024-01-07 10:05:00,0 days 00:01:00,
106,192,9294,9296,118.84161295632512,116.41634245130106,,,-470.1688897084458,4.516952743826423,-0.020605545815544964,2024-01-07 11:13:00,2024-01-07 11:15:00,0 days 00:02:00,
107,220,9389,9390,103.61316622990522,104.6431701667063,,,222.01922669551215,4.581639400725454,0.009739865500511416,2024-01-07 12:48:00,2024-01-07 12:49:00,0 days 00:01:00,
108,199,9417,9423,114.40822136076416,114.59865783443496,,,33.33962136450482,4.557236895984463,0.001464368414774965,2024-01-07 13:16:00,2024-01-07 13:22:00,0 days 00:06:00,
109,212,9597,9600,107.36479407740744,108.69319498783275,,,277.04056364198385,4.5804293681830925,0.012171542103239306,2024-01-07 16:16:00,2024-01-07 16:19:00,0 days 00:03:00,
110,212,9605,9606,107.96660087847478,108.21741809439922,,,48.590148573756856,4.583101202224929,0.002122867740229593,2024-01-07 16:24:00,2024-01-07 16:25:00,0 days 00:01:00,
111,212,9607,9608,108.16360922890318,108.0268393621931,,,-33.57844925266873,4.583237510131242,-0.001464345658381215,2024-01-07 16:26:00,2024-01-07 16:27:00,0 days 00:01:00,
112,202,9626,9630,113.2151724909277,113.09779480436714,,,-28.281814624597857,4.571521939364956,-0.0012366627211675841,2024-01-07 16:45:00,2024-01-07 16:49:00,0 days 00:04:00,
113,202,9631,9634,113.20394316335324,113.41468008564568,,,37.991162113443195,4.577696189629778,0.0016613825871431482,2024-01-07 16:50:00,2024-01-07 16:53:00,0 days 00:03:00,
114,202,9636,9637,113.31963878015767,113.61504934195372,,,55.08885278273475,4.58408070006665,0.0024066180930289497,2024-01-07 16:55:00,2024-01-07 16:56:00,0 days 00:01:00,
115,201,9708,9711,113.631428466776,114.9357057945164,,,257.5655434771672,4.594199398651977,0.01127699115996713,2024-01-07 18:07:00,2024-01-07 18:10:00,0 days 00:03:00,
116,194,9727,9729,118.19643871140244,118.70242144632448,,,93.56481268781639,4.595837887059902,0.004080434691301239,2024-01-07 18:26:00,2024-01-07 18:28:00,0 days 00:02:00,
117,178,9752,9753,128.6511344105758,130.51103492673016,,,326.44920526127356,4.613086614204046,0.014255484863178026,2024-01-07 18:51:00,2024-01-07 18:52:00,0 days 00:01:00,
118,170,9815,9816,135.56683651513043,136.62455916967946,,,175.18559754669246,4.627253726641769,0.007601442516994523,2024-01-07 19:54:00,2024-01-07 19:55:00,0 days 00:01:00,
119,189,9946,9956,121.95930230115552,123.62026795020496,,,309.28105379259426,4.641453877750713,0.013417653767676582,2024-01-07 22:05:00,2024-01-07 22:15:00,0 days 00:10:00,
120,189,10003,10006,122.07193223446652,123.1241871204257,,,194.24196679047878,4.634206655807463,0.00841909565296049,2024-01-07 23:02:00,2024-01-07 23:05:00,0 days 00:03:00,
121,181,10074,10076,127.56236421280292,128.12438193406294,,,97.0972774428053,4.627930105258272,0.004205386517847979,2024-01-08 00:13:00,2024-01-08 00:15:00,0 days 00:02:00,
122,180,10078,10080,128.3705786571451,128.09715027276778,,,-53.83352830865703,4.616419120738432,-0.002329779614603875,2024-01-08 00:17:00,2024-01-08 00:19:00,0 days 00:02:00,
123,172,10214,10215,134.8763272179743,134.66841961549278,,,-40.39627727235819,4.6361696455356345,-0.001741314298878543,2024-01-08 02:33:00,2024-01-08 02:34:00,0 days 00:01:00,
124,192,10564,10566,120.411542258376,120.1081396396646,,,-62.87128068503162,4.617977892442379,-0.0027194617788265265,2024-01-08 08:23:00,2024-01-08 08:25:00,0 days 00:02:00,
125,202,10751,10752,114.76249307975856,114.91851304951892,,,26.87647756778233,4.639556323811405,0.0011593671902454922,2024-01-08 11:30:00,2024-01-08 11:31:00,0 days 00:01:00,
126,201,10774,10775,115.29552622968632,115.48910376778608,,,34.27031409510251,4.638771062949195,0.0014788004415743523,2024-01-08 11:53:00,2024-01-08 11:54:00,0 days 00:01:00,
127,200,10776,10777,115.5536385001343,115.43976335715836,,,-27.394896632334326,4.619868037145853,-0.0011853757695523379,2024-01-08 11:55:00,2024-01-08 11:56:00,0 days 00:01:00,
128,197,10966,10978,117.57999839096932,117.33380265716109,,,-53.1283614408706,4.627801880648169,-0.0022936478789215933,2024-01-08 15:05:00,2024-01-08 15:17:00,0 days 00:12:00,
129,192,11141,11142,120.2712510868596,121.3099030543728,,,194.7828196030207,4.638358159511663,0.008435048633246576,2024-01-08 18:00:00,2024-01-08 18:01:00,0 days 00:01:00,
130,190,11143,11147,121.68180803463598,120.27027471775364,,,-272.7884197799402,4.597089572295403,-0.011799040040142265,2024-01-08 18:02:00,2024-01-08 18:06:00,0 days 00:04:00,
131,199,11237,11238,116.23956095047792,116.2336339930881,,,-5.805681099950695,4.626216579376964,-0.0002509840595199777,2024-01-08 19:36:00,2024-01-08 19:37:00,0 days 00:01:00,
132,194,11344,11345,118.88279693712929,118.78539817299328,,,-23.506123227520877,4.610762985136378,-0.0010192019936332574,2024-01-08 21:23:00,2024-01-08 21:24:00,0 days 00:01:00,
133,194,11346,11347,118.97316659473668,118.62640705812704,,,-71.88078183113552,4.609431728865557,-0.0031143114416467086,2024-01-08 21:25:00,2024-01-08 21:26:00,0 days 00:01:00,
134,191,11359,11360,120.86517879344224,120.91039650894946,,,4.018670173603462,4.617913488275682,0.00017407956689438343,2024-01-08 21:38:00,2024-01-08 21:39:00,0 days 00:01:00,
135,180,11510,11511,128.06184565057657,128.52386107028912,,,78.54423282728216,4.618542720975583,0.0034073915366726096,2024-01-09 00:09:00,2024-01-09 00:10:00,0 days 00:01:00,
136,181,11515,11517,127.99801338932302,127.44372579637928,,,-104.94954980207764,4.623495479261212,-0.004530005986098188,2024-01-09 00:14:00,2024-01-09 00:16:00,0 days 00:02:00,
137,176,11529,11531,130.9233638390234,131.89118868325968,,,165.71163646119237,4.625536124392182,0.0071915612414428275,2024-01-09 00:28:00,2024-01-09 00:30:00,0 days 00:02:00,
138,179,11687,11688,128.95069299377042,129.03522836489648,,,10.51388343924562,4.617947992320138,0.00045549797078675493,2024-01-09 03:06:00,2024-01-09 03:07:00,0 days 00:01:00,
139,187,11800,11805,123.78684590633486,124.76129810792746,,,177.5747114047491,4.647850293066705,0.007671230171820449,2024-01-09 04:59:00,2024-01-09 05:04:00,0 days 00:05:00,
140,180,11863,11865,128.78805753832617,128.76358400409794,,,-9.041165708846005,4.635929547763634,-0.0003900105284802899,2024-01-09 06:02:00,2024-01-09 06:04:00,0 days 00:02:00,
141,180,11867,11869,128.95591528836806,127.78100788884096,,,-216.10459653206783,4.6212646171897624,-0.009310011790929587,2024-01-09 06:06:00,2024-01-09 06:08:00,0 days 00:02:00,
142,180,11919,11920,128.15106668285154,128.1887434661423,,,2.1677044096580413,4.6141165826818895,9.397348447885364e-05,2024-01-09 06:58:00,2024-01-09 06:59:00,0 days 00:01:00,
143,178,11976,11983,129.82689534461284,131.10896156717132,,,223.5631293623804,4.644658253029759,0.00967420990491579,2024-01-09 07:55:00,2024-01-09 08:02:00,0 days 00:07:00,
144,172,12007,12008,134.8575087601045,134.69118230741205,,,-33.244387349464276,4.636237486361285,-0.0014332262517398478,2024-01-09 08:26:00,2024-01-09 08:27:00,0 days 00:01:00,
145,172,12009,12010,134.53495993004466,134.28254636595406,,,-48.0387941318748,4.623661108291179,-0.0020760054848601144,2024-01-09 08:28:00,2024-01-09 08:29:00,0 days 00:01:00,
146,171,12012,12016,135.12645527435248,134.46343038775896,,,-117.9872426523138,4.609987044822105,-0.005106208652915755,2024-01-09 08:31:00,2024-01-09 08:35:00,0 days 00:04:00,
147,169,12111,12113,136.44753672226818,137.2694172280271,,,134.27198895149618,4.62581652175999,0.005822815343167811,2024-01-09 10:10:00,2024-01-09 10:12:00,0 days 00:02:00,
148,197,12493,12494,117.63418966629752,118.01993748742304,,,71.34993445679912,4.642386304928296,0.0030788872643028337,2024-01-09 16:32:00,2024-01-09 16:33:00,0 days 00:01:00,
149,197,12497,12498,117.44491491624449,117.39078059528876,,,-15.29072442985512,4.6262632015772045,-0.0006608876217606037,2024-01-09 16:36:00,2024-01-09 16:37:00,0 days 00:01:00,
150,193,12513,12514,120.02597754098043,120.53746224526128,,,94.07367353832888,4.642874387874466,0.004061023874067505,2024-01-09 16:52:00,2024-01-09 16:53:00,0 days 00:01:00,
